Cruise,Station,Deployment,Tube,Subcore,Genus,Species,Abundance
OR1_1126,GS1,1,5,1,Paramphimonhystrella,elegans,1
OR1_1126,GS1,1,5,1,Vasostoma,longispicula,10
OR1_1126,GS1,1,5,1,Thalassironus,sp1,5
OR1_1126,GS1,1,5,1,Sabatieria,sp1,15
OR1_1126,GS1,1,5,1,Paramesacanthion,tricuspis,1
OR1_1126,GS1,1,5,1,Sphaerolaimus,sp1,7
OR1_1126,GS1,1,5,1,Dorylaimopsis,variabilis,24
OR1_1126,GS1,1,5,1,Axonolaimus,sp1,1
OR1_1126,GS1,1,5,1,Setosabatieria,hilarula,7
OR1_1126,GS1,1,5,1,Desmodorella,sp1,1
OR1_1126,GS1,1,5,1,Parasphaerolaimus,paradoxus,3
OR1_1126,GS1,1,5,1,Pselionema,sp1,4
OR1_1126,GS1,1,5,1,Halalaimus,sp1,1
OR1_1126,GS1,1,5,1,Dorylaimopsis,sp1,4
OR1_1126,GS1,1,5,1,Halalaimus,sp2,1
OR1_1126,GS1,1,5,1,Oncholaimus,sp1,2
OR1_1126,GS1,1,5,1,Setosabatieria,jingjingae,1
OR1_1126,GS1,1,5,1,Metalinhomoeus,sp1,1
OR1_1126,GS1,1,5,1,Daptonema,sp1,1
OR1_1126,GS1,1,5,1,Viscosia,sp1,1
OR1_1126,GS1,1,5,1,Desmoscolex,sp1,2
OR1_1126,GS1,1,5,1,Quadricoma,sp1,1
OR1_1126,GS1,1,5,1,Quadricoma,sp2,2
OR1_1126,GS1,1,5,1,Terschellingia,longicaudata,1
OR1_1126,GS1,1,5,1,Quadricoma,sp3,3
OR1_1126,GS1,1,5,2,Thalassironus,sp1,6
OR1_1126,GS1,1,5,2,Thalassomonhystera,sp1,1
OR1_1126,GS1,1,5,2,Vasostoma,longispicula,4
OR1_1126,GS1,1,5,2,Setosabatieria,hilarula,7
OR1_1126,GS1,1,5,2,Oncholaimus,sp1,5
OR1_1126,GS1,1,5,2,Sabatieria,sp1,9
OR1_1126,GS1,1,5,2,Dorylaimopsis,variabilis,12
OR1_1126,GS1,1,5,2,Dorylaimopsis,sp1,2
OR1_1126,GS1,1,5,2,Craspodema,sp1,4
OR1_1126,GS1,1,5,2,Pselionema,sp1,3
OR1_1126,GS1,1,5,2,Sphaerolaimus,sp2,1
OR1_1126,GS1,1,5,2,Sphaerolaimus,sp1,6
OR1_1126,GS1,1,5,2,Elzalia,floresi,1
OR1_1126,GS1,1,5,2,Halalaimus,gracilis,2
OR1_1126,GS1,1,5,2,Halalaimus,longicaudatus,2
OR1_1126,GS1,1,5,2,Setosabatieria,jingjingae,1
OR1_1126,GS1,1,5,2,Paramesacanthion,tricuspis,3
OR1_1126,GS1,1,5,2,Halalaimus,sp1,1
OR1_1126,GS1,1,5,2,Parasphaerolaimus,paradoxus,2
OR1_1126,GS1,1,5,2,Promonhystera,faber,1
OR1_1126,GS1,1,5,2,Marylynnia,sp1,1
OR1_1126,GS1,1,5,2,Elzalia,gerlachi,1
OR1_1126,GS1,1,5,2,Halichoanolaimus,sp1,1
OR1_1126,GS1,1,5,2,Pseudosteineria,sp1,1
OR1_1126,GS1,1,5,2,Siphonolaimus,sp1,1
OR1_1126,GS1,1,5,2,Axonolaimus,sp1,1
OR1_1126,GS1,1,5,2,Abelbolla,huanghaiensis,1
OR1_1126,GS1,1,5,2,Quadricoma,sp3,4
OR1_1126,GS1,1,5,2,Quadricoma,sp1,5
OR1_1126,GS1,1,5,2,Quadricoma,sp2,4
OR1_1126,GS1,1,5,2,Desmodorella,sp1,2
OR1_1126,GS1,1,5,2,Daptonema,sp1,1
OR1_1126,GS1,1,5,2,Desmoscolex,sp1,3
OR1_1126,GS1,1,5,2,Paramicrolaimus,mirus,1
OR1_1126,GS1,1,5,3,Promonhystera,faber,1
OR1_1126,GS1,1,5,3,Vasostoma,longispicula,6
OR1_1126,GS1,1,5,3,Setosabatieria,jingjingae,3
OR1_1126,GS1,1,5,3,Sphaerolaimus,sp1,2
OR1_1126,GS1,1,5,3,Setosabatieria,hilarula,8
OR1_1126,GS1,1,5,3,Oncholaimus,sp1,1
OR1_1126,GS1,1,5,3,Thalassironus,sp1,4
OR1_1126,GS1,1,5,3,Odontophora,sp1,2
OR1_1126,GS1,1,5,3,Sabatieria,sp1,8
OR1_1126,GS1,1,5,3,Dorylaimopsis,variabilis,5
OR1_1126,GS1,1,5,3,Elzalia,floresi,1
OR1_1126,GS1,1,5,3,Desmodorella,sp1,4
OR1_1126,GS1,1,5,3,Craspodema,sp1,11
OR1_1126,GS1,1,5,3,Mesacanthion,sp1,1
OR1_1126,GS1,1,5,3,Abelbolla,huanghaiensis,4
OR1_1126,GS1,1,5,3,Paramesacanthion,tricuspis,2
OR1_1126,GS1,1,5,3,Cervonema,tenuicaudatum,1
OR1_1126,GS1,1,5,3,Filoncholaimus,sp1,1
OR1_1126,GS1,1,5,3,Daptonema,sp1,4
OR1_1126,GS1,1,5,3,Halalaimus,gracilis,2
OR1_1126,GS1,1,5,3,Metasphaerolaimus,sp1,1
OR1_1126,GS1,1,5,3,Pselionema,sp1,6
OR1_1126,GS1,1,5,3,Paranticoma,tricerviseta,1
OR1_1126,GS1,1,5,3,Parasphaerolaimus,paradoxus,3
OR1_1126,GS1,1,5,3,Theristus,sp1,1
OR1_1126,GS1,1,5,3,Halalaimus,isaitshikovi,1
OR1_1126,GS1,1,5,3,Halichoanolaimus,sp1,1
OR1_1126,GS1,1,5,3,Prooncholaimus,sp1,1
OR1_1126,GS1,1,5,3,Desmodora,sp1,1
OR1_1126,GS1,1,5,3,Tricoma,sp4,1
OR1_1126,GS1,1,5,3,Richtersia,coifsoa,1
OR1_1126,GS1,1,5,3,Quadricoma,sp2,1
OR1_1126,GS1,1,5,3,Quadricoma,sp3,3
OR1_1126,GS1,1,5,3,Desmoscolex,sp1,2
OR1_1126,GS1,1,5,3,Quadricoma,sp1,3
OR1_1126,GS1,1,5,3,Metalinhomoeus,sp1,1
OR1_1126,GS1,1,5,3,Southerniella,sp1,1
OR1_1126,GC1,1,11,1,Sabatieria,sp2,14
OR1_1126,GC1,1,11,1,Daptonema,sp2,2
OR1_1126,GC1,1,11,1,Axonolaimus,sp1,3
OR1_1126,GC1,1,11,1,Daptonema,sp3,4
OR1_1126,GC1,1,11,1,Daptonema,sp4,2
OR1_1126,GC1,1,11,1,Desmodora,sp1,2
OR1_1126,GC1,1,11,1,Dorylaimopsis,sp2,14
OR1_1126,GC1,1,11,1,Parodontophora,sp1,1
OR1_1126,GC1,1,11,1,Halalaimus,sp1,1
OR1_1126,GC1,1,11,2,Desmodora,sp1,1
OR1_1126,GC1,1,11,2,Sabatieria,sp2,15
OR1_1126,GC1,1,11,2,Sabatieria,sp3,1
OR1_1126,GC1,1,11,2,Axonolaimus,sp1,2
OR1_1126,GC1,1,11,2,Desmodorella,sp1,1
OR1_1126,GC1,1,11,2,Daptonema,sp2,6
OR1_1126,GC1,1,11,2,Daptonema,sp3,1
OR1_1126,GC1,1,11,2,Setosabatieria,hilarula,1
OR1_1126,GC1,1,11,2,Daptonema,sp1,1
OR1_1126,GC1,1,11,2,Dorylaimopsis,sp2,8
OR1_1126,GC1,1,11,3,Daptonema,sp2,16
OR1_1126,GC1,1,11,3,Daptonema,sp1,1
OR1_1126,GC1,1,11,3,Axonolaimus,sp1,6
OR1_1126,GC1,1,11,3,Sabatieria,sp3,3
OR1_1126,GC1,1,11,3,Sabatieria,sp2,17
OR1_1126,GC1,1,11,3,Dorylaimopsis,sp2,1
OR1_1126,GS2,1,6,1,Abelbolla,huanghaiensis,5
OR1_1126,GS2,1,6,1,Abelbolla,warwicki,1
OR1_1126,GS2,1,6,1,Paramesacanthion,tricuspis,12
OR1_1126,GS2,1,6,1,Sphaerolaimus,sp1,1
OR1_1126,GS2,1,6,1,Odontophora,sp1,2
OR1_1126,GS2,1,6,1,Halalaimus,gracilis,4
OR1_1126,GS2,1,6,1,Elzalia,gerlachi,12
OR1_1126,GS2,1,6,1,Craspodema,sp1,10
OR1_1126,GS2,1,6,1,Graphonema,sp1,5
OR1_1126,GS2,1,6,1,Marylynnia,sp1,5
OR1_1126,GS2,1,6,1,Desmodora,sp2,8
OR1_1126,GS2,1,6,1,Linhomoeus,sp1,4
OR1_1126,GS2,1,6,1,Halalaimus,sp2,3
OR1_1126,GS2,1,6,1,Actinonema,sp1,1
OR1_1126,GS2,1,6,1,Elzalia,sp1,1
OR1_1126,GS2,1,6,1,Oxyonchus,sp1,1
OR1_1126,GS2,1,6,1,Dichromadora,sp1,1
OR1_1126,GS2,1,6,1,Amphimonhystera,circula,3
OR1_1126,GS2,1,6,1,Pselionema,sp1,6
OR1_1126,GS2,1,6,1,Thalassomonhystera,sp2,1
OR1_1126,GS2,1,6,1,Desmodorella,sp1,2
OR1_1126,GS2,1,6,1,Molgolaimus,sp1,1
OR1_1126,GS2,1,6,1,Tricoma,sp5,3
OR1_1126,GS2,1,6,1,Quadricoma,sp3,1
OR1_1126,GS2,1,6,1,Quadricoma,sp2,1
OR1_1126,GS2,1,6,1,Protricoma,sp1,1
OR1_1126,GS2,1,6,1,Quadricomoides,sp1,1
OR1_1126,GS2,1,6,1,Setosabatieria,hilarula,1
OR1_1126,GS2,1,6,1,Quadricoma,sp6,2
OR1_1126,GS2,1,6,1,Halichoanolaimus,sp1,1
OR1_1126,GS2,1,6,2,Parasphaerolaimus,paradoxus,2
OR1_1126,GS2,1,6,2,Desmodora,sp2,2
OR1_1126,GS2,1,6,2,Paramesacanthion,tricuspis,3
OR1_1126,GS2,1,6,2,Elzalia,gerlachi,8
OR1_1126,GS2,1,6,2,Graphonema,sp1,4
OR1_1126,GS2,1,6,2,Linhomoeus,sp1,2
OR1_1126,GS2,1,6,2,Craspodema,sp1,5
OR1_1126,GS2,1,6,2,Setosabatieria,jingjingae,3
OR1_1126,GS2,1,6,2,Subsphaerolaimus,sp1,2
OR1_1126,GS2,1,6,2,Setosabatieria,hilarula,2
OR1_1126,GS2,1,6,2,Sabatieria,sp1,2
OR1_1126,GS2,1,6,2,Dichromadora,sp1,2
OR1_1126,GS2,1,6,2,Elzalia,floresi,4
OR1_1126,GS2,1,6,2,Elzalia,sp1,2
OR1_1126,GS2,1,6,2,Desmodorella,sp1,5
OR1_1126,GS2,1,6,2,Marylynnia,sp2,1
OR1_1126,GS2,1,6,2,Abelbolla,huanghaiensis,2
OR1_1126,GS2,1,6,2,Halalaimus,gracilis,4
OR1_1126,GS2,1,6,2,Microlaimus,sp1,2
OR1_1126,GS2,1,6,2,Diplopeltula,sp1,1
OR1_1126,GS2,1,6,2,Marylynnia,sp1,1
OR1_1126,GS2,1,6,2,Dorylaimopsis,sp1,3
OR1_1126,GS2,1,6,2,Actinonema,sp1,3
OR1_1126,GS2,1,6,2,Sphaerolaimus,sp3,4
OR1_1126,GS2,1,6,2,Aegialoalaimus,sp1,3
OR1_1126,GS2,1,6,2,Pselionema,sp1,4
OR1_1126,GS2,1,6,2,Metasphaerolaimus,sp1,3
OR1_1126,GS2,1,6,2,Halalaimus,isaitshikovi,1
OR1_1126,GS2,1,6,2,Comesa,sp1,1
OR1_1126,GS2,1,6,2,Neochromadora,sp1,1
OR1_1126,GS2,1,6,2,Daptonema,sp2,1
OR1_1126,GS2,1,6,2,Metalinhomoeus,sp1,1
OR1_1126,GS2,1,6,2,Quadricoma,sp3,5
OR1_1126,GS2,1,6,2,Quadricoma,sp6,3
OR1_1126,GS2,1,6,2,Quadricomoides,sp1,2
OR1_1126,GS2,1,6,2,Acantholaimus,sp1,1
OR1_1126,GS2,1,6,2,Desmoscolex,sp2,1
OR1_1126,GS2,1,6,2,Molgolaimus,sp1,1
OR1_1126,GS2,1,6,2,Quadricoma,sp2,1
OR1_1126,GS2,1,6,2,Cobbia,sp1,1
OR1_1126,GS2,1,6,2,Linhystera,breviapophysis,1
OR1_1126,GS2,1,6,3,Desmodora,sp1,2
OR1_1126,GS2,1,6,3,Molgolaimus,sp1,1
OR1_1126,GS2,1,6,3,Paramesacanthion,tricuspis,7
OR1_1126,GS2,1,6,3,Actinonema,sp1,3
OR1_1126,GS2,1,6,3,Elzalia,gerlachi,13
OR1_1126,GS2,1,6,3,Setosabatieria,hilarula,12
OR1_1126,GS2,1,6,3,Halalaimus,sp2,3
OR1_1126,GS2,1,6,3,Diplopeltoides,sp1,1
OR1_1126,GS2,1,6,3,Pselionema,sp1,3
OR1_1126,GS2,1,6,3,Metadesmolaimus,sp1,2
OR1_1126,GS2,1,6,3,Dichromadora,sp1,1
OR1_1126,GS2,1,6,3,Craspodema,sp1,9
OR1_1126,GS2,1,6,3,Graphonema,sp1,4
OR1_1126,GS2,1,6,3,Sphaerolaimus,sp1,1
OR1_1126,GS2,1,6,3,Sabatieria,sp1,2
OR1_1126,GS2,1,6,3,Elzalia,floresi,2
OR1_1126,GS2,1,6,3,Odontophora,sp1,1
OR1_1126,GS2,1,6,3,Elzalia,sp1,1
OR1_1126,GS2,1,6,3,Halalaimus,gracilis,2
OR1_1126,GS2,1,6,3,Daptonema,sp2,1
OR1_1126,GS2,1,6,3,Abelbolla,warwicki,2
OR1_1126,GS2,1,6,3,Setosabatieria,jingjingae,3
OR1_1126,GS2,1,6,3,Sphaerolaimus,sp3,2
OR1_1126,GS2,1,6,3,Subsphaerolaimus,sp1,1
OR1_1126,GS2,1,6,3,Aegialoalaimus,sp1,1
OR1_1126,GS2,1,6,3,Dorylaimopsis,sp1,1
OR1_1126,GS2,1,6,3,Metasphaerolaimus,sp2,1
OR1_1126,GS2,1,6,3,Pierrickia,sp1,2
OR1_1126,GS2,1,6,3,Marylynnia,sp1,1
OR1_1126,GS2,1,6,3,Marylynnia,sp2,2
OR1_1126,GS2,1,6,3,Desmodora,sp2,1
OR1_1126,GS2,1,6,3,Paranticoma,tricerviseta,1
OR1_1126,GS2,1,6,3,Quadricoma,sp6,1
OR1_1126,GS2,1,6,3,Microlaimus,sp1,2
OR1_1126,GS2,1,6,3,Quadricoma,sp1,2
OR1_1126,GS2,1,6,3,Tricoma,sp5,2
OR1_1126,GS2,1,6,3,Quadricoma,sp3,2
OR1_1126,GS2,1,6,3,Protricoma,sp1,1
OR1_1126,GS2,1,6,3,Quadricomoides,sp1,1
OR1_1126,GS3,2,1,1,Paracomesoma,sp1,6
OR1_1126,GS3,2,1,1,Dorylaimopsis,sp1,3
OR1_1126,GS3,2,1,1,Acantholaimus,sp2,3
OR1_1126,GS3,2,1,1,Cervonema,sp1,3
OR1_1126,GS3,2,1,1,Halalaimus,gracilis,4
OR1_1126,GS3,2,1,1,Sphaerolaimus,sp3,2
OR1_1126,GS3,2,1,1,Metasphaerolaimus,sp2,2
OR1_1126,GS3,2,1,1,Thalassironus,sp2,1
OR1_1126,GS3,2,1,1,Cervonema,tenuicaudatum,2
OR1_1126,GS3,2,1,1,Pierrickia,sp1,6
OR1_1126,GS3,2,1,1,Halalaimus,isaitshikovi,2
OR1_1126,GS3,2,1,1,Paramphimonhystrella,minor,5
OR1_1126,GS3,2,1,1,Paramesacanthion,tricuspis,1
OR1_1126,GS3,2,1,1,Halalaimus,longicaudatus,3
OR1_1126,GS3,2,1,1,Linhomoeus,sp1,6
OR1_1126,GS3,2,1,1,Acantholaimus,sp1,6
OR1_1126,GS3,2,1,1,Sabatieria,sp1,2
OR1_1126,GS3,2,1,1,Acantholaimus,sp3,2
OR1_1126,GS3,2,1,1,Actinonema,sp1,1
OR1_1126,GS3,2,1,1,Abelbolla,warwicki,1
OR1_1126,GS3,2,1,1,Daptonema,sp2,5
OR1_1126,GS3,2,1,1,Metasphaerolaimus,sp1,7
OR1_1126,GS3,2,1,1,Elzalia,sp1,3
OR1_1126,GS3,2,1,1,Dichromadora,sp1,1
OR1_1126,GS3,2,1,1,Vasostoma,sp1,4
OR1_1126,GS3,2,1,1,Sabatieria,sp2,4
OR1_1126,GS3,2,1,1,Ascolaimus,sp1,1
OR1_1126,GS3,2,1,1,Paramphimonhystrella,sinica,1
OR1_1126,GS3,2,1,1,Halalaimus,sp3,3
OR1_1126,GS3,2,1,1,Craspodema,sp1,1
OR1_1126,GS3,2,1,1,Southerniella,sp2,2
OR1_1126,GS3,2,1,1,Halalaimus,sp2,1
OR1_1126,GS3,2,1,1,Desmoscolex,sp1,1
OR1_1126,GS3,2,1,1,Steineridora,sp1,1
OR1_1126,GS3,2,1,1,Acantholaimus,sp4,1
OR1_1126,GS3,2,1,1,Quadricoma,sp6,1
OR1_1126,GS3,2,1,1,Halalaimus,sp1,1
OR1_1126,GS3,2,1,1,Amphimonhystrella,sp1,1
OR1_1126,GS3,2,1,2,Steineria,sinica,2
OR1_1126,GS3,2,1,2,Paramphimonhystrella,minor,2
OR1_1126,GS3,2,1,2,Vasostoma,sp1,15
OR1_1126,GS3,2,1,2,Paracomesoma,sp1,4
OR1_1126,GS3,2,1,2,Marylynnia,sp2,1
OR1_1126,GS3,2,1,2,Dorylaimopsis,sp1,6
OR1_1126,GS3,2,1,2,Axonolaimus,sp2,1
OR1_1126,GS3,2,1,2,Linhomoeus,sp1,4
OR1_1126,GS3,2,1,2,Metasphaerolaimus,sp1,9
OR1_1126,GS3,2,1,2,Actinonema,sp1,8
OR1_1126,GS3,2,1,2,Paramphimonhystrella,elegans,2
OR1_1126,GS3,2,1,2,Linhystera,breviapophysis,1
OR1_1126,GS3,2,1,2,Acantholaimus,sp1,7
OR1_1126,GS3,2,1,2,Craspodema,sp1,2
OR1_1126,GS3,2,1,2,Halalaimus,gracilis,1
OR1_1126,GS3,2,1,2,Ascolaimus,sp1,1
OR1_1126,GS3,2,1,2,Pselionema,sp1,1
OR1_1126,GS3,2,1,2,Paramesacanthion,tricuspis,1
OR1_1126,GS3,2,1,2,Elzalia,floresi,4
OR1_1126,GS3,2,1,2,Acantholaimus,sp3,3
OR1_1126,GS3,2,1,2,Marylynnia,sp1,1
OR1_1126,GS3,2,1,2,Parasphaerolaimus,paradoxus,2
OR1_1126,GS3,2,1,2,Cervonema,tenuicaudatum,2
OR1_1126,GS3,2,1,2,Acantholaimus,sp2,6
OR1_1126,GS3,2,1,2,Promonhystera,faber,1
OR1_1126,GS3,2,1,2,Halalaimus,isaitshikovi,1
OR1_1126,GS3,2,1,2,Abelbolla,huanghaiensis,1
OR1_1126,GS3,2,1,2,Paramphimonhystrella,sinica,1
OR1_1126,GS3,2,1,2,Daptonema,sp2,2
OR1_1126,GS3,2,1,2,Halalaimus,sp1,2
OR1_1126,GS3,2,1,2,Sabatieria,sp2,2
OR1_1126,GS3,2,1,2,Desmoscolex,sp1,2
OR1_1126,GS3,2,1,2,Quadricoma,sp6,1
OR1_1126,GS3,2,1,2,Litinium,sp1,1
OR1_1126,GS3,2,1,3,Acantholaimus,sp2,2
OR1_1126,GS3,2,1,3,Actinonema,sp1,5
OR1_1126,GS3,2,1,3,Theristus,sp2,1
OR1_1126,GS3,2,1,3,Axonolaimus,sp2,1
OR1_1126,GS3,2,1,3,Paramphimonhystrella,sinica,1
OR1_1126,GS3,2,1,3,Halalaimus,isaitshikovi,5
OR1_1126,GS3,2,1,3,Metasphaerolaimus,sp1,5
OR1_1126,GS3,2,1,3,Chromadorita,sp1,1
OR1_1126,GS3,2,1,3,Microlaimus,sp2,1
OR1_1126,GS3,2,1,3,Anticoma,sp1,1
OR1_1126,GS3,2,1,3,Daptonema,sp4,1
OR1_1126,GS3,2,1,3,Halalaimus,gracilis,2
OR1_1126,GS3,2,1,3,Elzalia,sp1,8
OR1_1126,GS3,2,1,3,Paramesacanthion,tricuspis,1
OR1_1126,GS3,2,1,3,Acantholaimus,sp3,4
OR1_1126,GS3,2,1,3,Dorylaimopsis,sp1,3
OR1_1126,GS3,2,1,3,Longicyatholaimus,sp1,2
OR1_1126,GS3,2,1,3,Sphaerolaimus,sp3,1
OR1_1126,GS3,2,1,3,Craspodema,sp1,2
OR1_1126,GS3,2,1,3,Metadasynemella,cassidiniensis,2
OR1_1126,GS3,2,1,3,Sabatieria,sp2,6
OR1_1126,GS3,2,1,3,Acantholaimus,sp1,7
OR1_1126,GS3,2,1,3,Metasphaerolaimus,sp2,3
OR1_1126,GS3,2,1,3,Paracomesoma,sp1,1
OR1_1126,GS3,2,1,3,Vasostoma,sp1,4
OR1_1126,GS3,2,1,3,Halalaimus,sp4,3
OR1_1126,GS3,2,1,3,Filitonchus,ewensis,1
OR1_1126,GS3,2,1,3,Tricoma,sp5,1
OR1_1126,GS3,2,1,3,Pierrickia,sp1,1
OR1_1126,GS3,2,1,3,Paramphimonhystrella,elegans,2
OR1_1126,GS3,2,1,3,Elzalia,gerlachi,1
OR1_1126,GS3,2,1,3,Pselionema,sp1,1
OR1_1126,GS3,2,1,3,Parironus,sp1,1
OR1_1126,GS3,2,1,3,Aegialoalaimus,sp2,1
OR1_1126,GS3,2,1,3,Curvolaimus,filiformis,1
OR1_1126,GS3,2,1,3,Halalaimus,sp1,1
OR1_1126,GS3,2,1,3,Microlaimus,sp3,1
OR1_1126,GS3,2,1,3,Daptonema,sp2,1
OR1_1126,GS3,2,1,3,Hopperia,sp1,1
OR1_1126,GS3,2,1,3,Halalaimus,sp3,2
OR1_1126,GS3,2,1,3,Quadricoma,sp6,2
OR1_1126,GS3,2,1,3,Quadricoma,sp3,2
OR1_1126,GS3,2,1,3,Paramphimonhystrella,minor,3
OR1_1126,GS3,2,1,3,Linhomoeus,sp1,1
OR1_1126,GS3,2,1,3,Desmoscolex,sp1,1
OR1_1126,GS3,2,1,3,Cobbia,sp1,1
OR1_1126,GS3,2,1,3,Linhystera,breviapophysis,1
OR1_1126,GS4,1,8,1,Marylynnia,sp1,5
OR1_1126,GS4,1,8,1,Setosabatieria,jingjingae,3
OR1_1126,GS4,1,8,1,Metasphaerolaimus,sp1,5
OR1_1126,GS4,1,8,1,Elzalia,floresi,5
OR1_1126,GS4,1,8,1,Pierrickia,sp1,10
OR1_1126,GS4,1,8,1,Daptonema,sp1,13
OR1_1126,GS4,1,8,1,Cobbia,sp1,1
OR1_1126,GS4,1,8,1,Setosabatieria,hilarula,4
OR1_1126,GS4,1,8,1,Neochromadora,sp1,3
OR1_1126,GS4,1,8,1,Paramesacanthion,tricuspis,2
OR1_1126,GS4,1,8,1,Elzalia,sp1,1
OR1_1126,GS4,1,8,1,Promonhystera,faber,1
OR1_1126,GS4,1,8,1,Oxystomina,sp1,1
OR1_1126,GS4,1,8,1,Cervonema,tenuicaudatum,13
OR1_1126,GS4,1,8,1,Microlaimus,sp3,1
OR1_1126,GS4,1,8,1,Sabatieria,sp2,3
OR1_1126,GS4,1,8,1,Craspodema,sp1,1
OR1_1126,GS4,1,8,1,Halalaimus,longicaudatus,1
OR1_1126,GS4,1,8,1,Linhomoeus,sp1,1
OR1_1126,GS4,1,8,1,Linhystera,breviapophysis,1
OR1_1126,GS4,1,8,1,Disconema,sp1,1
OR1_1126,GS4,1,8,1,Longicyatholaimus,sp1,1
OR1_1126,GS4,1,8,1,Cervonema,sp1,1
OR1_1126,GS4,1,8,1,Metalinhomoeus,sp1,1
OR1_1126,GS4,1,8,1,Metadesmolaimus,sp1,1
OR1_1126,GS4,1,8,1,Paramonohystera,sp1,1
OR1_1126,GS4,1,8,1,Paracomesoma,sp1,2
OR1_1126,GS4,1,8,1,Elzalia,gerlachi,1
